File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,sig_restart(int sig),6,5,4,1,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,set_signals(),19,14,10,4,5,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,"ap_mpm_query(int query_code, int *result)",28,28,19,10,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,ap_graceful_stop_signalled(void),2,2,2,1,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,"mpmt_os2_pre_config(apr_pool_t *pconf, apr_pool_t *plog, apr_pool_t *ptemp)",17,16,13,1,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,mpmt_os2_hooks(apr_pool_t *p),2,2,2,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,"set_daemons_to_start(cmd_parms *cmd, void *dummy, const char *arg)",9,7,6,3,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,"set_min_spare_threads(cmd_parms *cmd, void *dummy, const char *arg)",20,16,11,4,4,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,"set_max_spare_threads(cmd_parms *cmd, void *dummy, const char *arg)",9,7,6,3,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2.c,"ignore_cmd(cmd_parms *cmd, void *dummy, const char *arg)",2,2,2,1,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2_child.c,clean_child_exit(int code),6,5,4,1,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2_child.c,ap_mpm_child_main(apr_pool_t *pconf),193,139,110,27,39,0,15,104,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2_child.c,add_worker(),12,10,7,3,1,0,1,6,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2_child.c,"thread_exception_handler(EXCEPTIONREPORTRECORD *pReportRec, EXCEPTIONREGISTRATIONRECORD *pRegRec, CONTEXTRECORD *pContext, PVOID p)",26,21,15,7,4,0,1,13,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2_child.c,worker_main(void *vpArg),60,49,39,3,10,0,1,14,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2_child.c,server_maintenance(void *vpArg),35,29,22,5,6,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2_child.c,sig_term(int sig),4,4,4,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2_child.c,sig_hup(int sig),3,3,3,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\mpmt_os2\mpmt_os2_child.c,set_signals(),14,10,8,2,4,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"clean_child_exit(int code, int worker_num, apr_pool_t *ptrans, apr_bucket_alloc_t *bucket_alloc)",11,10,7,2,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,mpm_main_cleanup(void),4,4,3,1,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"ap_mpm_query(int query_code, int *result)",43,43,29,15,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,mpm_term(void),4,4,4,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,sig_term(int sig),15,10,8,2,1,0,4,28,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,restart(void),7,6,5,1,0,0,1,10,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,set_signals(void),3,3,3,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,nlmUnloadSignaled(int wait),10,8,6,3,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,ap_graceful_stop_signalled(void),3,2,2,1,0,0,1,5,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,worker_main(void *arg),195,139,94,23,20,1,36,252,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"make_child(server_rec *s, int slot)",41,26,20,6,9,0,6,44,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,startup_workers(int number_to_start),12,11,8,4,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,perform_idle_server_maintenance(apr_pool_t *p),112,82,57,12,6,0,24,204,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,display_settings(),76,69,47,17,7,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,show_server_data(),24,18,15,3,4,0,2,9,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,setup_listeners(server_rec *s),20,18,14,5,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,shutdown_listeners(),8,7,6,2,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"ap_mpm_run(apr_pool_t *_pconf, apr_pool_t *plog, server_rec *s)",104,73,49,14,20,3,11,118,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"netware_pre_config(apr_pool_t *p, apr_pool_t *plog, apr_pool_t *ptemp)",33,26,21,2,6,0,1,12,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,netware_mpm_hooks(apr_pool_t *p),2,2,2,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,netware_rewrite_args(process_rec *process),72,51,37,11,7,0,14,93,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"CommandLineInterpreter(scr_t screenID, const char *commandLine)",89,69,52,16,10,0,10,91,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,InstallConsoleHandler(void),19,11,8,3,5,0,3,20,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,RemoveConsoleHandler(void),3,3,3,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"set_threads_to_start(cmd_parms *cmd, void *dummy, const char *arg)",8,7,6,3,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"set_min_free_threads(cmd_parms *cmd, void *dummy, const char *arg)",18,16,11,4,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"set_max_free_threads(cmd_parms *cmd, void *dummy, const char *arg)",8,7,6,3,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\netware\mpm_netware.c,"set_thread_limit(cmd_parms *cmd, void *dummy, const char *arg)",25,24,14,4,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,chdir_for_gprof(void),29,27,18,3,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,clean_child_exit(int code),9,8,7,1,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,accept_mutex_on(void),15,14,10,2,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,accept_mutex_off(void),18,13,9,2,1,0,4,25,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,"ap_mpm_query(int query_code, int *result)",43,43,29,15,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,"reap_children(int *exitcode, apr_exit_why_e *status)",14,12,9,4,1,0,1,10,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,just_die(int sig),2,2,2,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,stop_listening(int sig),5,3,3,0,1,0,1,13,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,sig_term(int sig),10,6,5,1,0,0,4,28,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,restart(int sig),7,6,5,1,0,0,1,10,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,set_signals(void),76,67,29,10,6,6,3,26,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,ap_graceful_stop_signalled(void),3,2,2,1,0,0,1,5,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\prefork\prefork.c,child_main(int child_num_arg),194,104,84,15,32,4,58,408,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,mpm_recycle_completion_context(PCOMP_CONTEXT context),22,15,13,2,0,0,7,43,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,mpm_get_completion_context(void),93,62,48,15,11,1,20,150,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,"mpm_post_completion_context(PCOMP_CONTEXT context, io_state_e state)",9,8,6,2,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,find_ready_listener(fd_set * main_fds),20,19,16,5,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,add_job(SOCKET sock),23,19,15,3,4,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,remove_job(void),21,18,16,4,3,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,win9x_accept(void * dummy),85,68,51,10,8,1,9,60,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,win9x_get_connection(PCOMP_CONTEXT context),55,50,38,7,4,0,1,9,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,winnt_accept(void *lr_),191,153,88,25,9,0,29,186,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,winnt_get_connection(PCOMP_CONTEXT context),43,39,27,10,4,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,worker_main(void *thread_num_val),67,48,34,9,9,0,10,76,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,"cleanup_thread(HANDLE *handles, int *thread_cnt, int thread_to_clean)",7,6,5,1,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,create_listener_thread(),32,19,13,4,2,0,11,80,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\child.c,child_main(apr_pool_t *pconf),294,198,138,32,23,2,73,469,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"ap_update_connection_status(long conn_id, const char *key, \ const char *value)",2,1,1,0,0,0,1,2,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,ap_reset_connection_status(long conn_id),2,1,1,0,0,0,1,2,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,ap_get_status_table(apr_pool_t *p),3,2,2,1,0,0,1,2,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"set_threads_per_child(cmd_parms *cmd, void *dummy, char *arg)",25,24,14,4,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"set_thread_limit(cmd_parms *cmd, void *dummy, const char *arg)",37,27,18,6,3,0,7,46,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"set_disable_acceptex(cmd_parms *cmd, void *dummy, char *arg)",11,11,8,4,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,setup_signal_names(char *prefix),6,6,4,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,ap_graceful_stop_signalled(void),2,2,2,1,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,ap_signal_parent(ap_signal_parent_e type),58,49,31,9,3,0,6,42,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"get_handles_from_parent(server_rec *s, HANDLE *child_exit_event, apr_proc_mutex_t **child_start_mutex, apr_shm_t **scoreboard_shm)",73,60,35,11,7,0,6,33,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"send_handles_to_child(apr_pool_t *p, HANDLE child_ready_event, HANDLE child_exit_event, apr_proc_mutex_t *child_start_mutex, apr_shm_t *scoreboard_shm, HANDLE hProcess, apr_file_t *child_in)",70,68,39,21,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,get_listeners_from_parent(server_rec *s),66,46,31,7,4,0,16,115,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"send_listeners_to_child(apr_pool_t *p, DWORD dwProcessId, apr_file_t *child_in)",37,30,19,6,3,0,4,29,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"create_process(apr_pool_t *p, HANDLE *child_proc, HANDLE *child_exit_event, DWORD *child_pid)",169,118,90,22,17,1,34,211,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"master_main(server_rec *s, HANDLE shutdown_event, HANDLE restart_event)",149,122,81,19,6,3,21,160,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"ap_mpm_query(int query_code, int *result)",43,43,29,15,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,winnt_rewrite_args(process_rec *process),354,210,128,36,39,3,105,724,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"winnt_pre_config(apr_pool_t *pconf_, apr_pool_t *plog, apr_pool_t *ptemp)",45,28,17,7,7,0,10,49,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"winnt_post_config(apr_pool_t *pconf, apr_pool_t *plog, apr_pool_t *ptemp, server_rec* s)",139,87,57,18,11,3,41,294,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"winnt_open_logs(apr_pool_t *p, apr_pool_t *plog, apr_pool_t *ptemp, server_rec *s)",26,15,10,8,4,0,7,42,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"winnt_child_init(apr_pool_t *pchild, struct server_rec *s)",33,21,14,2,6,0,6,54,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,"ap_mpm_run(apr_pool_t *_pconf, apr_pool_t *plog, server_rec *s )",70,48,28,11,12,2,10,78,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\mpm_winnt.c,winnt_hooks(apr_pool_t *p),11,6,7,0,1,0,4,28,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\nt_eventlog.c,service_stderr_thread(LPVOID hPipe),85,68,45,8,12,0,5,39,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\nt_eventlog.c,mpm_nt_eventlog_stderr_flush(void),10,9,8,1,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\nt_eventlog.c,"mpm_nt_eventlog_stderr_open(char *argv0, apr_pool_t *p)",55,30,28,0,8,1,17,126,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"ap_registry_get_server_root(apr_pool_t *p, char **buf)",22,19,13,7,3,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,hold_console_open_on_error(void),48,46,28,15,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"monitor_service_9x_proc(HWND hWnd, UINT msg, WPARAM wParam, LPARAM lParam)",16,10,6,5,0,0,6,52,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,monitor_service_9x_thread(void *service_name),71,50,34,8,7,0,14,119,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,console_control_handler(DWORD ctrl_type),33,20,13,5,2,0,11,78,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,stop_console_handler(void),2,2,2,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,mpm_start_console_handler(void),3,3,3,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,child_control_handler(DWORD ctrl_type),24,13,6,4,2,0,9,58,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,stop_child_console_handler(void),2,2,2,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,mpm_start_child_console_handler(void),9,9,6,1,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"ReportStatusToSCMgr(int currentState, int exitCode, int waitHint)",36,32,23,6,3,0,1,7,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,set_service_description(void),55,40,23,9,5,1,10,58,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,service_nt_ctrl(DWORD dwCtrlCode),15,14,10,2,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"service_nt_main_fn(DWORD argc, LPTSTR *argv)",52,28,21,2,11,0,13,101,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,service_nt_dispatch_thread(LPVOID nada),19,14,10,2,3,0,2,12,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"mpm_service_set_name(apr_pool_t *p, const char **display_name, const char *set_name)",23,17,15,3,1,0,5,40,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"mpm_merge_service_args(apr_pool_t *p, apr_array_header_t *args, int fixed_args)",53,37,26,8,8,0,8,62,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,service_stopped(void),25,19,11,2,3,4,3,36,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"mpm_service_to_start(const char **display_name, apr_pool_t *p)",57,42,28,14,10,1,5,36,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,mpm_service_started(void),9,9,5,2,0,3,0,6,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,mpm_service_stopping(void),5,5,2,1,0,3,0,6,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"mpm_service_install(apr_pool_t *ptemp, int argc, const char * const * argv, int reconfig)",161,136,72,22,11,15,14,124,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,mpm_service_uninstall(void),87,64,44,13,11,2,12,82,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"signal_service_transition(SC_HANDLE schService, DWORD signal, DWORD pending, DWORD complete)",11,9,7,5,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"mpm_service_start(apr_pool_t *ptemp, int argc, const char * const * argv)",137,107,69,23,19,7,11,110,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\service.c,"mpm_signal_service(apr_pool_t *ptemp, int signal)",132,108,65,14,14,3,10,74,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"DllMain(HINSTANCE hModule, ULONG ulReason, LPVOID pctx)",45,37,21,9,0,0,8,17,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"Windows9xServiceCtrlHandler( PHANDLER_ROUTINE phandler, LPCSTR name)",34,29,21,6,1,1,4,32,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"FixConsoleCtrlHandler( PHANDLER_ROUTINE phandler, INT add)",66,56,37,14,1,1,9,39,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,ttyConsoleCtrlThread(LPVOID tty),51,44,26,7,5,0,2,16,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"ttyConsoleCtrlWndProc(HWND hwnd, UINT msg, WPARAM wParam, LPARAM lParam)",73,73,34,12,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,RegisterWindows9xService(BOOL set_service),42,32,19,10,6,0,4,25,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"EnumttyWindow(HWND wnd, LPARAM retwnd)",12,12,9,4,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"WndProc(HWND hwnd, UINT msg, WPARAM wParam, LPARAM lParam)",37,33,17,10,1,0,3,6,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"HookProc(int hc, HWND *hwnd, UINT *msg, WPARAM *wParam, LPARAM *lParam)",35,30,16,7,2,0,3,9,
